latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
24.14578,91.92383,318.67,1.15,1.07,2023-04-09,0714,A,65,6.1NRT,302.45,10.24,D
24.14402,91.913,314.16,1.15,1.07,2023-04-09,0714,A,47,6.1NRT,302.21,5.62,D
24.87819,96.9499,315.86,1.17,1.08,2023-04-09,0714,A,41,6.1NRT,303.98,5.81,D
24.81516,96.45864,332.66,1.12,1.05,2023-04-09,0714,A,75,6.1NRT,304.41,25.3,D
24.72599,95.78422,322.37,1.05,1.03,2023-04-09,0714,A,54,6.1NRT,307.3,8.32,D
24.72463,95.77405,324.84,1.05,1.02,2023-04-09,0714,A,63,6.1NRT,308.04,10.43,D
24.71086,95.67198,329.73,1.05,1.02,2023-04-09,0714,A,78,6.1NRT,311.46,13.96,D
24.26388,92.6059,320.07,1.07,1.03,2023-04-09,0714,A,68,6.1NRT,302.54,10.87,D
24.26231,92.59591,351.05,1.07,1.03,2023-04-09,0714,A,95,6.1NRT,303.55,63.12,D
24.24093,92.45972,317.61,1.09,1.04,2023-04-09,0714,A,63,6.1NRT,303.2,7.73,D
24.23928,92.44924,320.8,1.09,1.04,2023-04-09,0714,A,70,6.1NRT,303.65,11.25,D
24.89511,97.00613,338.29,1.18,1.08,2023-04-09,0714,A,87,6.1NRT,308.23,31.86,D
24.82453,96.45728,340.38,1.12,1.05,2023-04-09,0714,A,81,6.1NRT,307.16,35.84,D
24.82315,96.44666,333.04,1.11,1.05,2023-04-09,0714,A,66,6.1NRT,309.95,20.78,D
24.72683,95.72141,325.03,1.05,1.02,2023-04-09,0714,A,71,6.1NRT,307.89,11.25,D
24.72545,95.7112,320.75,1.05,1.02,2023-04-09,0714,A,44,6.1NRT,307.34,6.2,D
24.27304,92.60419,315.99,1.07,1.03,2023-04-09,0714,A,54,6.1NRT,302.57,6.43,D
24.27148,92.59427,344.53,1.07,1.03,2023-04-09,0714,A,92,6.1NRT,303.02,48.05,D
24.20987,92.20313,323.58,1.11,1.05,2023-04-09,0714,A,69,6.1NRT,303.61,13.38,D
24.20645,92.18159,316.7,1.12,1.05,2023-04-09,0714,A,35,6.1NRT,302.96,6.29,D
24.64223,95.03933,321.03,1.01,1.01,2023-04-09,0714,A,50,6.1NRT,306.47,5.36,D
24.63534,94.99014,321.35,1.01,1.01,2023-04-09,0714,A,44,6.1NRT,308.37,5.27,D
24.60361,94.7649,320.78,1.01,1,2023-04-09,0714,A,51,6.1NRT,307.47,5.36,D
24.22256,92.22273,319.81,1.11,1.05,2023-04-09,0714,A,45,6.1NRT,302.91,9.24,D
24.21746,92.19052,337.16,1.11,1.05,2023-04-09,0714,A,87,6.1NRT,303.62,34.01,D
24.21575,92.17976,328.68,1.12,1.05,2023-04-09,0714,A,80,6.1NRT,303.89,20.68,D
24.8447,96.46534,348.71,1.12,1.05,2023-04-09,0714,A,94,6.1NRT,309.29,54.35,D
24.2148,92.1131,320.1,1.12,1.06,2023-04-09,0714,A,68,6.1NRT,302.73,10.6,D
24.21307,92.10223,327.12,1.12,1.06,2023-04-09,0714,A,78,6.1NRT,303.16,19.38,D
24.21731,92.06819,330.55,1.13,1.06,2023-04-09,0714,A,82,6.1NRT,303.37,24.43,D
24.21556,92.05714,336.87,1.13,1.06,2023-04-09,0714,A,87,6.1NRT,303.72,35.04,D
24.67206,95.04784,323.84,1.01,1.01,2023-04-09,0714,A,69,6.1NRT,308.55,8.83,D
24.22042,92.0494,315.93,1.13,1.06,2023-04-09,0714,A,58,6.1NRT,302.6,6.77,D
24.78886,95.84092,327.49,1.06,1.03,2023-04-09,0714,A,51,6.1NRT,309.15,14.47,D
24.62742,94.6643,322,1,1,2023-04-09,0714,A,43,6.1NRT,308.31,7.25,D
24.38512,93.02832,320.56,1.04,1.02,2023-04-09,0714,A,68,6.1NRT,302.82,11.59,D
24.25771,92.22037,317.91,1.11,1.05,2023-04-09,0714,A,64,6.1NRT,302.91,8.78,D
24.25077,92.17735,320.1,1.11,1.05,2023-04-09,0714,A,69,6.1NRT,303.78,10.35,D
24.66249,94.84834,325.97,1.01,1,2023-04-09,0714,A,40,6.1NRT,307.87,9.79,D
24.97058,97.10637,357.07,1.2,1.09,2023-04-09,0714,A,98,6.1NRT,307.81,83.8,D
24.87503,96.3542,321.06,1.11,1.05,2023-04-09,0714,A,38,6.1NRT,305.16,7.4,D
24.13162,91.33112,321.96,1.22,1.1,2023-04-09,0714,A,70,6.1NRT,303.95,15,D
24.80661,95.76446,320.89,1.05,1.03,2023-04-09,0714,A,51,6.1NRT,308.24,7.11,D
24.46547,93.37274,326.75,1.02,1.01,2023-04-09,0714,A,77,6.1NRT,304.13,18.71,D
24.97385,96.97543,332.28,1.18,1.08,2023-04-09,0714,A,82,6.1NRT,305.17,28.4,D
24.66434,94.66787,320.3,1,1,2023-04-09,0714,A,56,6.1NRT,307.91,6.92,D
24.36284,92.64442,322.69,1.07,1.03,2023-04-09,0714,A,72,6.1NRT,304.26,12.51,D
24.66764,94.62713,321.49,1,1,2023-04-09,0714,A,61,6.1NRT,306.63,8.25,D
24.37197,92.64262,324.73,1.07,1.03,2023-04-09,0714,A,75,6.1NRT,303.44,15.18,D
25.01974,97.18275,325.91,1.21,1.09,2023-04-09,0714,A,51,6.1NRT,307.53,13.37,D
24.83946,95.80093,317.94,1.06,1.03,2023-04-09,0714,A,34,6.1NRT,305.22,6.9,D
24.35349,92.46394,328.3,1.08,1.04,2023-04-09,0714,A,80,6.1NRT,303,21.08,D
24.35184,92.45341,319.93,1.09,1.04,2023-04-09,0714,A,68,6.1NRT,302.1,10.82,D
25.04,97.26453,329.16,1.22,1.1,2023-04-09,0714,A,74,6.1NRT,309.89,13.01,D
25.02794,97.16917,325.95,1.21,1.09,2023-04-09,0714,A,50,6.1NRT,304.33,14.09,D
24.84856,95.79935,332.9,1.06,1.03,2023-04-09,0714,A,81,6.1NRT,305.85,25.59,D
24.79599,95.41368,334.94,1.03,1.01,2023-04-09,0714,A,83,6.1NRT,308.1,23.87,D
24.7946,95.40361,322.56,1.03,1.01,2023-04-09,0714,A,66,6.1NRT,306.83,8.47,D
24.73804,94.99633,322.37,1.01,1.01,2023-04-09,0714,A,66,6.1NRT,306.62,7.67,D
24.42351,92.85476,313.18,1.05,1.02,2023-04-09,0714,A,27,6.1NRT,302.13,4.57,D
24.42196,92.84471,320.05,1.05,1.02,2023-04-09,0714,A,68,6.1NRT,302.76,10.73,D
24.33117,92.2613,320.12,1.1,1.05,2023-04-09,0714,A,69,6.1NRT,303.47,11.24,D
24.75653,94.99759,323.19,1.01,1.01,2023-04-09,0714,A,69,6.1NRT,308.53,8.27,D
24.70983,94.66417,316.67,1,1,2023-04-09,0714,A,35,6.1NRT,306.24,6.08,D
24.43134,92.7948,328.41,1.06,1.03,2023-04-09,0714,A,79,6.1NRT,303.47,20.34,D
24.42975,92.78463,327.55,1.06,1.03,2023-04-09,0714,A,78,6.1NRT,303.44,19.41,D
24.41691,92.7028,317.25,1.06,1.03,2023-04-09,0714,A,33,6.1NRT,304.63,6.25,D
24.41528,92.69243,322.24,1.06,1.03,2023-04-09,0714,A,71,6.1NRT,304.36,11.36,D
24.39502,92.50452,321.45,1.08,1.04,2023-04-09,0714,A,71,6.1NRT,304.54,11.74,D
24.46062,92.86282,321.62,1.05,1.02,2023-04-09,0714,A,56,6.1NRT,304.27,9.69,D
24.85536,95.44946,321.69,1.03,1.02,2023-04-09,0714,A,18,6.1NRT,307.64,7.31,D
24.45655,92.71647,335.21,1.06,1.03,2023-04-09,0714,A,86,6.1NRT,304.72,29.27,D
24.45493,92.70605,326.6,1.06,1.03,2023-04-09,0714,A,77,6.1NRT,303.96,16.48,D
24.42416,92.50957,315.83,1.08,1.04,2023-04-09,0714,A,58,6.1NRT,303.31,6.02,D
24.41755,92.46754,323.59,1.08,1.04,2023-04-09,0714,A,74,6.1NRT,303.25,14.1,D
24.41589,92.45703,355.09,1.08,1.04,2023-04-09,0714,A,97,6.1NRT,305.43,73.24,D
24.9403,96.01243,317.24,1.08,1.04,2023-04-09,0714,A,39,6.1NRT,304.01,6.75,D
24.93891,96.00195,320.39,1.07,1.03,2023-04-09,0714,A,60,6.1NRT,304.22,10.32,D
25.12249,97.35683,327.45,1.24,1.11,2023-04-09,0714,A,68,6.1NRT,310.64,12.63,D
24.86654,95.3962,325.09,1.03,1.01,2023-04-09,0714,A,72,6.1NRT,311.71,7.92,D
24.50934,92.93704,317.88,1.04,1.02,2023-04-09,0714,A,63,6.1NRT,303.35,7.93,D
24.75535,94.53644,332.09,1,1,2023-04-09,0714,A,54,6.1NRT,309.16,17.32,D
24.75397,94.52674,331.7,1,1,2023-04-09,0714,A,38,6.1NRT,313.14,17.22,D
24.99181,96.18762,318.6,1.09,1.04,2023-04-09,0714,A,55,6.1NRT,305.45,8.5,D
24.90327,95.46219,322.85,1.04,1.02,2023-04-09,0714,A,59,6.1NRT,306.78,9.45,D
24.97447,95.92534,320.21,1.07,1.03,2023-04-09,0714,A,61,6.1NRT,303.82,10.33,D
25.0163,96.10114,346.75,1.09,1.04,2023-04-09,0714,A,93,6.1NRT,306.71,52.14,D
25.01488,96.0903,328.15,1.08,1.04,2023-04-09,0714,A,77,6.1NRT,305.78,19.39,D
24.49839,92.51032,325.72,1.08,1.04,2023-04-09,0714,A,77,6.1NRT,303.49,17.18,D
25.14214,96.85545,322.11,1.17,1.08,2023-04-09,0714,A,33,6.1NRT,305.21,10.64,D
24.96512,95.50746,324.48,1.04,1.02,2023-04-09,0714,A,70,6.1NRT,305.99,10.88,D
24.96375,95.49734,331.89,1.04,1.02,2023-04-09,0714,A,81,6.1NRT,308.21,19.5,D
24.91217,95.05555,332.18,1.02,1.01,2023-04-09,0714,A,82,6.1NRT,307.99,20.78,D
25.16715,96.89834,318.75,1.18,1.08,2023-04-09,0714,A,28,6.1NRT,305.57,7.46,D
25.19591,97.04715,343.68,1.2,1.09,2023-04-09,0714,A,91,6.1NRT,304.83,52.61,D
25.19076,96.92968,327.03,1.18,1.08,2023-04-09,0714,A,77,6.1NRT,304.1,19.18,D
24.71761,93.51711,331.94,1.01,1.01,2023-04-09,0714,A,83,6.1NRT,302.45,25.5,D
25.19416,96.93507,319.82,1.18,1.08,2023-04-09,0714,A,64,6.1NRT,303.51,10.38,D
25.19277,96.92387,321.06,1.18,1.08,2023-04-09,0714,A,67,6.1NRT,305.18,12.53,D
24.94981,95.06384,329.63,1.02,1.01,2023-04-09,0714,A,80,6.1NRT,305.14,18.23,D
25.09985,96.11492,324.57,1.09,1.04,2023-04-09,0714,A,66,6.1NRT,307.52,12.68,D
25.12159,96.20947,318.56,1.1,1.04,2023-04-09,0714,A,54,6.1NRT,306.53,6.52,D
25.10588,96.01683,326.82,1.08,1.04,2023-04-09,0714,A,74,6.1NRT,308.18,15.07,D
25.18659,96.56571,344.14,1.14,1.06,2023-04-09,0714,A,91,6.1NRT,306.16,49.85,D
25.11648,96.02586,320.28,1.08,1.04,2023-04-09,0714,A,33,6.1NRT,305.2,7.5,D
25.1151,96.01538,321.49,1.08,1.04,2023-04-09,0714,A,48,6.1NRT,308.41,8.99,D
25.23228,96.6958,316.61,1.15,1.07,2023-04-09,0714,A,23,6.1NRT,302.83,6.53,D
25.23081,96.68438,315.52,1.15,1.07,2023-04-09,0714,A,13,6.1NRT,302.03,5.6,D
25.17228,96.23428,328.93,1.1,1.05,2023-04-09,0714,A,61,6.1NRT,305.66,18.14,D
25.18298,96.24342,322.99,1.1,1.05,2023-04-09,0714,A,60,6.1NRT,305.74,11.03,D
25.18154,96.23252,324.36,1.1,1.05,2023-04-09,0714,A,69,6.1NRT,305.1,13.56,D
24.94275,94.43137,338.17,1,1,2023-04-09,0714,A,88,6.1NRT,303.35,33.92,D
25.1146,95.59531,326.8,1.05,1.02,2023-04-09,0714,A,76,6.1NRT,304.53,17.16,D
25.11323,95.58507,319.47,1.05,1.02,2023-04-09,0714,A,63,6.1NRT,305,8.75,D
25.22111,96.26344,381.61,1.1,1.05,2023-04-09,0714,A,100,6.1NRT,308.25,172.78,D
25.21971,96.25254,357.12,1.1,1.05,2023-04-09,0714,A,98,6.1NRT,308.19,78.63,D
25.23044,96.26204,326.55,1.1,1.05,2023-04-09,0714,A,75,6.1NRT,305.75,16.66,D
25.22903,96.25111,320.18,1.1,1.05,2023-04-09,0714,A,59,6.1NRT,306.52,8.79,D
25.04294,94.86922,317.44,1.01,1.01,2023-04-09,0714,A,61,6.1NRT,303.79,7.4,D
25.37952,97.28673,324.09,1.24,1.11,2023-04-09,0714,A,72,6.1NRT,308.63,8.54,D
25.37803,97.2746,328.09,1.24,1.1,2023-04-09,0714,A,78,6.1NRT,308.8,15.46,D
25.28058,96.35429,334.85,1.12,1.05,2023-04-09,0714,A,84,6.1NRT,307.3,27.25,D
25.27917,96.34345,330.19,1.11,1.05,2023-04-09,0714,A,79,6.1NRT,308.07,20.17,D
25.26914,96.26698,319.32,1.11,1.05,2023-04-09,0714,A,60,6.1NRT,304,9.43,D
25.28852,96.34196,323.88,1.11,1.05,2023-04-09,0714,A,71,6.1NRT,307.6,12.62,D
25.03329,94.47894,318.75,1,1,2023-04-09,0714,A,48,6.1NRT,305.32,7.93,D
24.19242,89.22217,336.09,1.65,1.26,2023-04-09,0714,A,85,6.1NRT,310.65,51.66,D
25.45437,97.5649,329.26,1.28,1.12,2023-04-09,0714,A,77,6.1NRT,309.83,17.42,D
25.28777,96.26389,326.52,1.11,1.05,2023-04-09,0714,A,74,6.1NRT,303.6,17.55,D
25.4543,97.57212,325.28,1.29,1.13,2023-04-09,0714,A,54,6.1NRT,309.27,11.61,D
25.29384,96.26828,325.95,1.11,1.05,2023-04-09,0714,A,72,6.1NRT,303.87,16.62,D
24.19427,89.23305,327.94,1.64,1.26,2023-04-09,0714,A,72,6.1NRT,308.26,29.58,D
24.19136,89.21729,326.54,1.65,1.26,2023-04-09,0714,A,64,6.1NRT,310.51,25.82,D
25.30314,96.26656,318.51,1.11,1.05,2023-04-09,0714,A,41,6.1NRT,303.06,8.26,D
25.38324,96.82299,319.47,1.17,1.08,2023-04-09,0714,A,63,6.1NRT,305.14,8.66,D
24.21602,89.1625,320.92,1.66,1.27,2023-04-09,0714,A,23,6.1NRT,304.62,14.35,D
25.3779,96.62622,342.21,1.15,1.07,2023-04-09,0714,A,90,6.1NRT,306.13,46.15,D
25.37651,96.6153,347.71,1.15,1.07,2023-04-09,0714,A,93,6.1NRT,307.75,58.19,D
25.38602,96.614,323.38,1.15,1.07,2023-04-09,0714,A,71,6.1NRT,306.08,13.68,D
25.35896,96.40328,325.06,1.12,1.06,2023-04-09,0714,A,49,6.1NRT,309.82,10.34,D
25.4689,97.19352,323.25,1.23,1.1,2023-04-09,0714,A,40,6.1NRT,306.79,12.25,D
25.37346,96.36743,330.9,1.12,1.05,2023-04-09,0714,A,74,6.1NRT,312.83,18.9,D
25.32126,95.83021,323.32,1.07,1.03,2023-04-09,0714,A,71,6.1NRT,308.2,8.31,D
25.20516,94.7775,318.28,1.01,1,2023-04-09,0714,A,61,6.1NRT,298.75,11.88,D
25.4226,96.32811,315.18,1.12,1.05,2023-04-09,0714,A,28,6.1NRT,300.18,7.15,D
25.5949,97.46613,325,1.27,1.12,2023-04-09,0714,A,75,6.1NRT,304.07,18.92,D
25.59321,97.45243,330.04,1.27,1.12,2023-04-09,0714,A,81,6.1NRT,302.63,28.37,D
25.44744,96.22578,315.96,1.11,1.05,2023-04-09,0714,A,46,6.1NRT,302.28,7.26,D
25.63523,97.62865,328.12,1.3,1.13,2023-04-09,0714,A,67,6.1NRT,308.4,20.8,D
25.51385,96.58781,334.48,1.15,1.07,2023-04-09,0714,A,85,6.1NRT,306.23,30.38,D
25.51238,96.57648,320.81,1.15,1.07,2023-04-09,0714,A,55,6.1NRT,304.75,10.81,D
24.99681,92.9191,332.71,1.04,1.02,2023-04-09,0714,A,84,6.1NRT,302.36,27.15,D
25.53542,96.72922,326.07,1.17,1.07,2023-04-09,0714,A,45,6.1NRT,308.88,10.5,D
25.51843,96.59288,318.02,1.15,1.07,2023-04-09,0714,A,52,6.1NRT,306.27,7.33,D
25.51702,96.58161,323.48,1.15,1.07,2023-04-09,0714,A,73,6.1NRT,305.64,14.56,D
25.00563,92.92204,325.29,1.04,1.02,2023-04-09,0714,A,78,6.1NRT,301.85,17.19,D
25.45934,96.05419,327.8,1.09,1.04,2023-04-09,0714,A,52,6.1NRT,308.05,15.04,D
25.69087,97.85299,332.71,1.34,1.15,2023-04-09,0714,A,84,6.1NRT,305.11,36.71,D
25.49209,96.23419,321.34,1.11,1.05,2023-04-09,0714,A,42,6.1NRT,302.01,9.42,D
25.49069,96.22327,332.04,1.11,1.05,2023-04-09,0714,A,83,6.1NRT,303.29,24,D
25.64444,97.37643,327.01,1.26,1.12,2023-04-09,0714,A,72,6.1NRT,303.41,23.29,D
25.64308,97.36519,323.77,1.26,1.11,2023-04-09,0714,A,41,6.1NRT,305.83,15.2,D
25.56842,96.75916,331.35,1.17,1.08,2023-04-09,0714,A,77,6.1NRT,309.44,20.17,D
25.4959,96.18999,356.94,1.1,1.05,2023-04-09,0714,A,98,6.1NRT,305.49,77.28,D
25.67728,97.56445,332.09,1.29,1.13,2023-04-09,0714,A,83,6.1NRT,302.2,31.28,D
25.67577,97.5519,368.9,1.29,1.13,2023-04-09,0714,A,87,6.1NRT,306.57,149.33,D
25.65994,97.33782,324.32,1.25,1.11,2023-04-09,0714,A,73,6.1NRT,305.51,16.28,D
25.52164,96.24165,315.67,1.11,1.05,2023-04-09,0714,A,44,6.1NRT,303.59,5.32,D
25.5173,96.20837,317.22,1.11,1.05,2023-04-09,0714,A,26,6.1NRT,303.45,5.92,D
25.70212,97.60056,332.62,1.3,1.13,2023-04-09,0714,A,79,6.1NRT,302.88,34.04,D
25.71212,97.59857,318.45,1.3,1.13,2023-04-09,0714,A,62,6.1NRT,302.44,11.42,D
25.59877,96.61494,325.99,1.15,1.07,2023-04-09,0714,A,58,6.1NRT,308.89,13.89,D
25.13226,93.26919,315.47,1.02,1.01,2023-04-09,0714,A,62,6.1NRT,304.26,9.11,D
25.55327,96.19239,322.88,1.1,1.05,2023-04-09,0714,A,72,6.1NRT,303.61,12.98,D
25.55189,96.18181,319.18,1.1,1.05,2023-04-09,0714,A,58,6.1NRT,304.4,8.49,D
25.6309,96.75431,324.21,1.17,1.08,2023-04-09,0714,A,55,6.1NRT,308.73,11.87,D
25.62948,96.74283,324.49,1.17,1.08,2023-04-09,0714,A,22,6.1NRT,310.68,10.31,D
25.55505,96.15263,330.75,1.1,1.05,2023-04-09,0714,A,82,6.1NRT,306.06,25.24,D
25.72956,97.48577,320.48,1.28,1.12,2023-04-09,0714,A,37,6.1NRT,302.06,11.05,D
25.72796,97.47229,347.77,1.28,1.12,2023-04-09,0714,A,94,6.1NRT,305.49,67.91,D
25.5937,96.38046,321.77,1.13,1.06,2023-04-09,0714,A,71,6.1NRT,304.7,12.63,D
25.26422,93.96433,312.21,1,1,2023-04-09,0714,A,32,6.1NRT,300.4,4.63,D
25.73949,97.4837,325.33,1.28,1.12,2023-04-09,0714,A,55,6.1NRT,301.16,17.69,D
25.73785,97.47,387.97,1.28,1.12,2023-04-09,0714,A,100,6.1NRT,306.02,256.38,D
25.74638,97.45632,328.34,1.28,1.12,2023-04-09,0714,A,78,6.1NRT,301.73,23.59,D
25.14979,93.07513,323.87,1.03,1.01,2023-04-09,0714,A,76,6.1NRT,302.03,15.59,D
25.1452,93.04507,330.6,1.03,1.01,2023-04-09,0714,A,83,6.1NRT,302.64,23.64,D
25.1391,93.00516,325.3,1.03,1.01,2023-04-09,0714,A,78,6.1NRT,300.57,17.16,D
25.13757,92.99516,313.29,1.03,1.01,2023-04-09,0714,A,55,6.1NRT,299.8,5.49,D
25.79254,97.67023,352.76,1.31,1.14,2023-04-09,0714,A,96,6.1NRT,303.94,87.7,D
25.77875,97.55566,318.73,1.29,1.13,2023-04-09,0714,A,67,6.1NRT,304.5,12.08,D
25.63987,96.44104,315.12,1.13,1.06,2023-04-09,0714,A,53,6.1NRT,303.69,5.48,D
25.63844,96.42992,315.99,1.13,1.06,2023-04-09,0714,A,58,6.1NRT,303.71,6.58,D
25.80268,97.66892,366.15,1.31,1.14,2023-04-09,0714,A,100,6.1NRT,305.09,140.41,D
25.80113,97.65604,332.62,1.31,1.14,2023-04-09,0714,A,78,6.1NRT,303.57,32.51,D
24.27525,87.78542,324.3,2.07,1.4,2023-04-09,0714,A,67,6.1NRT,308.37,18.66,D
25.81126,97.6547,323.16,1.31,1.14,2023-04-09,0714,A,65,6.1NRT,305.12,17.73,D
25.80969,97.64174,323.21,1.31,1.14,2023-04-09,0714,A,74,6.1NRT,303.95,18.18,D
25.80116,97.48814,337.16,1.28,1.12,2023-04-09,0714,A,87,6.1NRT,303.76,41.69,D
25.20063,93.10658,325.08,1.03,1.01,2023-04-09,0714,A,78,6.1NRT,302.04,15.68,D
25.19913,93.09661,344.63,1.03,1.01,2023-04-09,0714,A,92,6.1NRT,303.25,45.48,D
25.80492,97.43619,332.42,1.28,1.12,2023-04-09,0714,A,52,6.1NRT,307.11,29.47,D
25.34813,93.97367,315.85,1,1,2023-04-09,0714,A,54,6.1NRT,302.06,5.77,D
25.81511,97.44183,395.09,1.28,1.12,2023-04-09,0714,A,100,6.1NRT,304.64,309.21,D
25.81362,97.42923,382.32,1.28,1.12,2023-04-09,0714,A,100,6.1NRT,307.51,219.81,D
25.72475,96.69875,328.72,1.17,1.08,2023-04-09,0714,A,75,6.1NRT,304.25,20.13,D
25.72335,96.68753,329.83,1.17,1.07,2023-04-09,0714,A,82,6.1NRT,305.24,21.43,D
25.85077,97.65663,326.52,1.31,1.14,2023-04-09,0714,A,79,6.1NRT,301.67,23.5,D
25.84926,97.64381,324.1,1.31,1.14,2023-04-09,0714,A,76,6.1NRT,303.3,19.7,D
25.86548,97.69389,325.9,1.32,1.14,2023-04-09,0714,A,78,6.1NRT,302.69,24.46,D
25.86396,97.68104,317.56,1.32,1.14,2023-04-09,0714,A,66,6.1NRT,303.07,11.61,D
25.86092,97.65534,339.63,1.31,1.14,2023-04-09,0714,A,89,6.1NRT,304.14,49.37,D
25.44618,94.4667,319.67,1,1,2023-04-09,0714,A,52,6.1NRT,304.72,7.8,D
25.44479,94.45691,323.04,1,1,2023-04-09,0714,A,69,6.1NRT,303.89,11.82,D
25.22293,92.95306,315.07,1.03,1.02,2023-04-09,0714,A,62,6.1NRT,299.83,7.97,D
25.74772,96.64886,321.27,1.16,1.07,2023-04-09,0714,A,52,6.1NRT,308.07,6.96,D
25.74629,96.63747,338.42,1.16,1.07,2023-04-09,0714,A,88,6.1NRT,307.61,34.22,D
25.23949,93.00095,315.18,1.03,1.01,2023-04-09,0714,A,52,6.1NRT,301.32,5.34,D
25.87651,97.61356,341.19,1.31,1.13,2023-04-09,0714,A,90,6.1NRT,300.75,52.9,D
25.90683,97.78033,315.24,1.34,1.15,2023-04-09,0714,A,60,6.1NRT,302.95,7.99,D
25.9052,97.76674,318.17,1.34,1.15,2023-04-09,0714,A,67,6.1NRT,304.21,12.15,D
25.90363,97.75368,315.14,1.33,1.14,2023-04-09,0714,A,59,6.1NRT,302.89,7.75,D
25.88974,97.63795,328.86,1.31,1.14,2023-04-09,0714,A,77,6.1NRT,303.74,24.63,D
25.88661,97.61205,329.68,1.31,1.13,2023-04-09,0714,A,72,6.1NRT,301.77,27.77,D
25.26353,93.03758,318.69,1.03,1.01,2023-04-09,0714,A,69,6.1NRT,301.7,8.04,D
26.0057,98.53244,334.21,1.5,1.21,2023-04-09,0714,A,85,6.1NRT,298.98,54.24,D
25.89985,97.63641,321.1,1.31,1.14,2023-04-09,0714,A,21,6.1NRT,303.95,12.57,D
25.89664,97.61,324.19,1.31,1.13,2023-04-09,0714,A,48,6.1NRT,303.06,19.39,D
25.74444,96.39618,328.69,1.13,1.06,2023-04-09,0714,A,81,6.1NRT,304.54,20.69,D
25.74304,96.38531,320.64,1.13,1.06,2023-04-09,0714,A,69,6.1NRT,305.53,9.38,D
25.29292,92.98411,328.42,1.03,1.01,2023-04-09,0714,A,81,6.1NRT,302.57,19.77,D
25.21796,92.44272,324.84,1.07,1.03,2023-04-09,0714,A,78,6.1NRT,299.27,18.1,D
25.21626,92.43201,317.74,1.07,1.03,2023-04-09,0714,A,51,6.1NRT,299.39,10.07,D
25.21307,92.41175,317.49,1.07,1.03,2023-04-09,0714,A,31,6.1NRT,299.43,9.13,D
25.22058,92.39974,319.7,1.07,1.03,2023-04-09,0714,A,69,6.1NRT,299.53,11.17,D
25.33814,93.099,328.34,1.02,1.01,2023-04-09,0714,A,81,6.1NRT,304.05,17.07,D
25.33662,93.08901,320.49,1.02,1.01,2023-04-09,0714,A,72,6.1NRT,304.56,8.22,D
25.20149,92.21942,321.75,1.09,1.04,2023-04-09,0714,A,74,6.1NRT,299.37,14.7,D
26.22038,99.97141,327.02,1.89,1.34,2023-04-09,0714,A,78,6.1NRT,304.32,37.04,D
26.21828,99.9511,329.37,1.89,1.34,2023-04-09,0714,A,80,6.1NRT,307.51,47.28,D
25.32885,92.97752,330.95,1.03,1.01,2023-04-09,0714,A,83,6.1NRT,303.5,21.66,D
25.229,92.33366,314.3,1.08,1.04,2023-04-09,0714,A,59,6.1NRT,298.37,7.62,D
25.20905,92.20731,314.56,1.09,1.04,2023-04-09,0714,A,36,6.1NRT,299.34,6.79,D
25.98186,97.72243,319.97,1.33,1.14,2023-04-09,0714,A,71,6.1NRT,304.76,14.56,D
25.95246,97.47752,321.11,1.29,1.13,2023-04-09,0714,A,73,6.1NRT,303.06,15.97,D
25.35001,93.0559,318.88,1.03,1.01,2023-04-09,0714,A,69,6.1NRT,302.9,8.2,D
25.33785,92.97599,335.07,1.03,1.01,2023-04-09,0714,A,86,6.1NRT,302.64,26.28,D
26.00325,97.81461,330.8,1.35,1.15,2023-04-09,0714,A,83,6.1NRT,306.01,30.97,D
25.39348,93.28297,321.38,1.02,1.01,2023-04-09,0714,A,73,6.1NRT,304.58,9.18,D
25.392,93.27311,319.1,1.02,1.01,2023-04-09,0714,A,69,6.1NRT,303.9,7.29,D
25.365,93.09399,323.64,1.02,1.01,2023-04-09,0714,A,76,6.1NRT,304.56,12.13,D
25.34987,92.99431,360.09,1.03,1.01,2023-04-09,0714,A,100,6.1NRT,305.31,78.94,D
25.34835,92.98435,382.79,1.03,1.01,2023-04-09,0714,A,100,6.1NRT,307.02,159.92,D
25.2555,92.38253,310.67,1.07,1.03,2023-04-09,0714,A,29,6.1NRT,298.41,4.73,D
26.01509,97.82641,346.22,1.35,1.15,2023-04-09,0714,A,93,6.1NRT,304.12,69.06,D
26.01349,97.81301,336.87,1.35,1.15,2023-04-09,0714,A,88,6.1NRT,305.81,43.7,D
25.42604,93.43964,317.57,1.01,1,2023-04-09,0714,A,46,6.1NRT,303.33,5.92,D
25.40538,93.30117,330.65,1.01,1.01,2023-04-09,0714,A,83,6.1NRT,303.84,19.64,D
25.35882,92.99246,340.85,1.03,1.01,2023-04-09,0714,A,90,6.1NRT,304.28,36.23,D
25.35731,92.98255,324.46,1.03,1.01,2023-04-09,0714,A,66,6.1NRT,302.92,11.95,D
25.35579,92.97256,367.33,1.03,1.01,2023-04-09,0714,A,100,6.1NRT,305.69,101.77,D
25.25974,92.34942,316.64,1.07,1.03,2023-04-09,0714,A,65,6.1NRT,297.51,10.34,D
25.2581,92.33891,312.33,1.07,1.03,2023-04-09,0714,A,51,6.1NRT,298.04,6.43,D
26.02536,97.825,323.9,1.35,1.15,2023-04-09,0714,A,76,6.1NRT,302.43,20.06,D
