latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
46.89103,119.29612,433.27,1,1,2023-04-10,0249,T,87,6.1NRT,287.01,515.39,D
47.05576,118.10114,336.73,1.01,1,2023-04-10,0249,T,58,6.1NRT,274.68,29.04,D
47.05396,118.11405,339,1.01,1,2023-04-10,0249,T,54,6.1NRT,275.52,33.47,D
47.05215,118.12698,324.28,1,1,2023-04-10,0249,T,61,6.1NRT,274.76,16.39,D
47.05034,118.13988,317.47,1,1,2023-04-10,0249,T,55,6.1NRT,273.69,11.26,D
46.88807,119.25484,337.99,1,1,2023-04-10,0249,T,71,6.1NRT,275.13,33.41,D
46.88614,119.26765,379.18,1,1,2023-04-10,0249,T,87,6.1NRT,275.96,143.5,D
46.8842,119.28049,458.09,1,1,2023-04-10,0249,T,75,6.1NRT,296.26,820.41,D
46.88226,119.29333,412.36,1,1,2023-04-10,0249,T,0,6.1NRT,274.29,332.69,D
47.04876,118.08562,322.02,1.01,1,2023-04-10,0249,T,50,6.1NRT,273.7,14.69,D
46.88124,119.23923,360.83,1,1,2023-04-10,0249,T,100,6.1NRT,274.59,81.65,D
46.87931,119.25204,388.07,1,1,2023-04-10,0249,T,87,6.1NRT,275.12,182.89,D
46.87441,119.22366,336.33,1,1,2023-04-10,0249,T,46,6.1NRT,269.44,29.74,D
46.87248,119.23646,440.02,1,1,2023-04-10,0249,T,94,6.1NRT,289.08,586.58,D
46.87054,119.24927,423.84,1,1,2023-04-10,0249,T,0,6.1NRT,280.14,422.65,D
47.04192,117.99677,306.3,1.01,1,2023-04-10,0249,T,53,6.1NRT,274.03,4.95,D
47.04011,118.0097,310.39,1.01,1,2023-04-10,0249,T,69,6.1NRT,273.48,7.92,D
46.86734,119.202,320.55,1,1,2023-04-10,0249,T,53,6.1NRT,275.2,15.08,D
46.86349,119.22763,362.66,1,1,2023-04-10,0249,T,92,6.1NRT,270.36,0,D
46.8605,119.18643,335.74,1,1,2023-04-10,0249,T,59,6.1NRT,268.3,32.18,D
46.85857,119.1992,416.5,1,1,2023-04-10,0249,T,75,6.1NRT,282.11,362.2,D
46.85665,119.21204,396.98,1,1,2023-04-10,0249,T,0,6.1NRT,274.96,231.13,D
46.86895,119.06869,319.71,1,1,2023-04-10,0249,T,79,6.1NRT,275.91,15.21,D
46.86704,119.08146,307.69,1,1,2023-04-10,0249,T,47,6.1NRT,274.77,5.76,D
46.82816,119.096,318.51,1,1,2023-04-10,0249,T,33,6.1NRT,267.49,11.95,D
46.82513,119.05498,319.94,1,1,2023-04-10,0249,T,45,6.1NRT,274.27,12.4,D
46.82321,119.06777,342.98,1,1,2023-04-10,0249,T,84,6.1NRT,277.14,41.83,D
46.8213,119.08053,352.8,1,1,2023-04-10,0249,T,73,6.1NRT,273.34,60.69,D
46.82017,119.02671,354.04,1,1,2023-04-10,0249,T,96,6.1NRT,279.33,62.85,D
46.81827,119.03947,371.07,1,1,2023-04-10,0249,T,100,6.1NRT,282.61,110.57,D
46.81636,119.05225,371.73,1,1,2023-04-10,0249,T,94,6.1NRT,275.94,112.83,D
46.81445,119.06503,396.18,1,1,2023-04-10,0249,T,75,6.1NRT,275.35,224.11,D
46.81141,119.02399,430.06,1,1,2023-04-10,0249,T,94,6.1NRT,293.24,475.53,D
46.8095,119.03675,499.97,1,1,2023-04-10,0249,T,87,6.1NRT,312.72,1601.2,D
46.80759,119.04951,347.11,1,1,2023-04-10,0249,T,0,6.1NRT,268.76,46.45,D
43.99092,132.03168,303.69,4.34,1.92,2023-04-10,0249,T,57,6.1NRT,285.39,37.15,D
46.80442,119.00198,348.18,1,1,2023-04-10,0249,T,83,6.1NRT,274.09,55.74,D
46.80252,119.01474,367.82,1,1,2023-04-10,0249,T,0,6.1NRT,272.57,105.65,D
46.79756,118.9865,329.44,1,1,2023-04-10,0249,T,47,6.1NRT,265.55,23.44,D
46.79069,118.97103,322.01,1,1,2023-04-10,0249,T,0,6.1NRT,266.3,16.51,D
47.05481,117.01235,310.06,1.04,1.02,2023-04-10,0249,T,67,6.1NRT,282.06,7.41,D
47.05307,117.02571,320.62,1.04,1.02,2023-04-10,0249,T,79,6.1NRT,283,16.9,D
46.9526,117.70822,305.3,1.01,1.01,2023-04-10,0249,T,44,6.1NRT,273.27,3.62,D
46.95082,117.72121,306.51,1.01,1.01,2023-04-10,0249,T,57,6.1NRT,273.35,4.59,D
46.78262,118.90182,323.03,1,1,2023-04-10,0249,T,71,6.1NRT,272.59,19.21,D
46.95263,117.64061,315.56,1.01,1.01,2023-04-10,0249,T,75,6.1NRT,273.93,10.75,D
46.95085,117.65364,309.67,1.01,1.01,2023-04-10,0249,T,49,6.1NRT,273.59,6.11,D
46.78139,118.84814,315.85,1,1,2023-04-10,0249,T,66,6.1NRT,274.75,11.17,D
46.77951,118.86089,328.94,1,1,2023-04-10,0249,T,65,6.1NRT,272.66,24.15,D
46.95085,117.58593,310.31,1.02,1.01,2023-04-10,0249,T,68,6.1NRT,273.84,6.81,D
46.94908,117.59898,309.38,1.02,1.01,2023-04-10,0249,T,52,6.1NRT,273.91,5.83,D
46.92428,117.71364,303.46,1.01,1.01,2023-04-10,0249,T,27,6.1NRT,271.98,2.88,D
46.75946,118.74816,328.1,1,1,2023-04-10,0249,T,37,6.1NRT,274.25,20.39,D
46.75408,118.71387,324.73,1,1,2023-04-10,0249,T,50,6.1NRT,275.57,17.69,D
46.75221,118.72662,323.8,1,1,2023-04-10,0249,T,73,6.1NRT,274.07,17.67,D
46.75034,118.73936,318.47,1,1,2023-04-10,0249,T,27,6.1NRT,274.15,12.08,D
46.89973,117.48432,303.41,1.02,1.01,2023-04-10,0249,T,28,6.1NRT,270.99,2.73,D
46.73389,118.60126,328.84,1,1,2023-04-10,0249,T,86,6.1NRT,278.49,22.96,D
46.73203,118.61401,330.6,1,1,2023-04-10,0249,T,87,6.1NRT,275.68,25.55,D
46.971,116.80305,315.62,1.05,1.02,2023-04-10,0249,T,75,6.1NRT,282.65,12.1,D
46.96926,116.81654,317.06,1.05,1.02,2023-04-10,0249,T,75,6.1NRT,284.8,13.53,D
46.73252,118.54764,326.12,1,1,2023-04-10,0249,T,82,6.1NRT,279.15,19.27,D
46.73067,118.56038,349.22,1,1,2023-04-10,0249,T,96,6.1NRT,279.28,55.89,D
46.89243,117.33265,317.71,1.02,1.01,2023-04-10,0249,T,61,6.1NRT,272.99,11.84,D
46.89067,117.3458,317.9,1.02,1.01,2023-04-10,0249,T,58,6.1NRT,272.63,11.83,D
46.72744,118.5195,315.87,1,1,2023-04-10,0249,T,76,6.1NRT,277.15,10.82,D
46.7256,118.53225,312.13,1,1,2023-04-10,0249,T,55,6.1NRT,277.3,7.73,D
46.72375,118.54499,334.1,1,1,2023-04-10,0249,T,89,6.1NRT,278.69,30.43,D
46.7219,118.55773,328.52,1,1,2023-04-10,0249,T,86,6.1NRT,277.93,23.05,D
46.8572,117.52651,313.94,1.02,1.01,2023-04-10,0249,T,36,6.1NRT,274.12,8.48,D
46.85544,117.53954,319.64,1.02,1.01,2023-04-10,0249,T,53,6.1NRT,274.42,13.35,D
46.85368,117.55256,330.46,1.02,1.01,2023-04-10,0249,T,69,6.1NRT,275.26,24.9,D
46.85191,117.56559,339.98,1.02,1.01,2023-04-10,0249,T,80,6.1NRT,275.03,39.94,D
46.7242,118.47862,312.14,1,1,2023-04-10,0249,T,62,6.1NRT,276.08,8.27,D
46.85009,117.51099,337.88,1.02,1.01,2023-04-10,0249,T,69,6.1NRT,275.54,33.17,D
46.84833,117.52401,360.57,1.02,1.01,2023-04-10,0249,T,100,6.1NRT,277.03,81.72,D
46.84657,117.53703,347.65,1.02,1.01,2023-04-10,0249,T,83,6.1NRT,270.56,50.48,D
46.84305,117.5631,341.32,1.02,1.01,2023-04-10,0249,T,80,6.1NRT,275.39,39.96,D
46.72277,118.425,312.95,1,1,2023-04-10,0249,T,73,6.1NRT,275.01,9.74,D
46.72094,118.43774,309.3,1,1,2023-04-10,0249,T,37,6.1NRT,275.68,6.52,D
46.92809,116.84715,303.01,1.04,1.02,2023-04-10,0249,T,20,6.1NRT,280.1,3.4,D
46.84297,117.49545,344.06,1.02,1.01,2023-04-10,0249,T,93,6.1NRT,276.84,43.39,D
46.84122,117.50848,363.7,1.02,1.01,2023-04-10,0249,T,100,6.1NRT,277.36,89.86,D
46.83946,117.52151,377.25,1.02,1.01,2023-04-10,0249,T,100,6.1NRT,278.31,137.01,D
46.83827,117.46048,323.32,1.02,1.01,2023-04-10,0249,T,45,6.1NRT,274.93,16.46,D
46.8365,117.47352,336.77,1.02,1.01,2023-04-10,0249,T,89,6.1NRT,276.71,34.01,D
46.83473,117.48655,353.01,1.02,1.01,2023-04-10,0249,T,97,6.1NRT,278.09,65.51,D
46.83297,117.49957,354.59,1.02,1.01,2023-04-10,0249,T,98,6.1NRT,277.33,70.19,D
46.8312,117.51259,325.53,1.02,1.01,2023-04-10,0249,T,84,6.1NRT,274.84,20.45,D
46.82942,117.52561,315.68,1.02,1.01,2023-04-10,0249,T,71,6.1NRT,275.47,11.22,D
46.82765,117.53861,308.33,1.02,1.01,2023-04-10,0249,T,51,6.1NRT,275.71,6,D
46.83115,117.44496,318.7,1.02,1.01,2023-04-10,0249,T,55,6.1NRT,273.98,12.87,D
46.81683,117.34598,307.14,1.02,1.01,2023-04-10,0249,T,52,6.1NRT,270.28,5.56,D
46.81507,117.35908,309.84,1.02,1.01,2023-04-10,0249,T,68,6.1NRT,270.2,7.37,D
43.48164,131.7774,307.29,4.38,1.93,2023-04-10,0249,T,36,6.1NRT,284.25,59.49,D
43.46715,131.82793,312.22,4.41,1.93,2023-04-10,0249,T,67,6.1NRT,283.9,86.46,D
46.48512,117.20213,311.83,1.02,1.01,2023-04-10,0249,T,46,6.1NRT,281.85,8.03,D
46.48337,117.21516,314.88,1.02,1.01,2023-04-10,0249,T,62,6.1NRT,282.71,10.56,D
46.49015,117.09534,318.02,1.03,1.01,2023-04-10,0249,T,66,6.1NRT,279.74,13.31,D
46.48841,117.10841,334.64,1.03,1.01,2023-04-10,0249,T,89,6.1NRT,279.46,33.31,D
46.48667,117.12147,338.14,1.03,1.01,2023-04-10,0249,T,91,6.1NRT,279.59,38.55,D
46.48493,117.13452,311.39,1.03,1.01,2023-04-10,0249,T,54,6.1NRT,280.29,8.2,D
46.48319,117.14755,310.31,1.03,1.01,2023-04-10,0249,T,55,6.1NRT,280.42,7.61,D
46.49164,117.01432,319.27,1.03,1.01,2023-04-10,0249,T,40,6.1NRT,281.03,14.33,D
46.48991,117.02744,320.66,1.03,1.01,2023-04-10,0249,T,47,6.1NRT,280.84,15.68,D
46.48644,117.05366,312.86,1.03,1.01,2023-04-10,0249,T,28,6.1NRT,281.3,9.27,D
46.4847,117.06674,315.45,1.03,1.01,2023-04-10,0249,T,45,6.1NRT,281.1,11.32,D
43.4656,131.81934,315.02,4.41,1.93,2023-04-10,0249,T,75,6.1NRT,284.12,113,D
46.48962,116.9594,312.72,1.03,1.02,2023-04-10,0249,T,72,6.1NRT,280.76,9.97,D
46.4879,116.97253,311.5,1.03,1.02,2023-04-10,0249,T,34,6.1NRT,279.78,7.9,D
46.35891,117.04022,307.86,1.03,1.01,2023-04-10,0249,T,65,6.1NRT,280.74,6.78,D
45.46618,119.48814,305.49,1.02,1.01,2023-04-10,0249,T,43,6.1NRT,289.13,3.21,D
45.46417,119.50086,305.1,1.02,1.01,2023-04-10,0249,T,37,6.1NRT,288.3,3.11,D
44.81596,120.11025,311.65,1.07,1.03,2023-04-10,0249,T,64,6.1NRT,292.01,5.25,D
44.37246,119.45876,334.72,1.04,1.02,2023-04-10,0249,T,88,6.1NRT,293.46,33.65,D
44.37041,119.47149,327.54,1.04,1.02,2023-04-10,0249,T,83,6.1NRT,292.66,23.61,D
44.36354,119.45613,309.67,1.04,1.02,2023-04-10,0249,T,59,6.1NRT,289.36,7.16,D
44.2124,119.00323,316.57,1.02,1.01,2023-04-10,0249,T,72,6.1NRT,291.46,9.78,D
44.02446,119.54036,312.3,1.05,1.02,2023-04-10,0249,T,63,6.1NRT,288.74,7.59,D
41.79547,119.15941,323.77,1.08,1.04,2023-04-10,0249,T,80,6.1NRT,294.07,15.25,D
41.79337,119.17204,327.94,1.08,1.04,2023-04-10,0249,T,84,6.1NRT,294.99,20.62,D
1.38661,102.43272,318.9,1.63,1.26,2023-04-10,0302,T,58,6.1NRT,297.38,18.25,D
1.38672,102.42587,316.31,1.63,1.26,2023-04-10,0302,T,59,6.1NRT,295.88,15.19,D
0.33853,109.07171,313.72,1.15,1.07,2023-04-10,0302,T,42,6.1NRT,296.02,5.91,D
-2.73035,110.26845,310.78,1.49,1.21,2023-04-10,0302,T,59,6.1NRT,293.8,8.04,D
-38.38981,-69.16181,319.13,1.93,1.36,2023-04-10,0338,T,98,6.1NRT,288.03,49.61,N
10.58441,-85.50629,306.39,1.15,1.07,2023-04-10,0353,T,68,6.1NRT,295.54,5.72,N
10.94485,-85.63396,307.62,1.15,1.07,2023-04-10,0353,T,72,6.1NRT,295.34,6.98,N
11.84786,-86.37778,308.2,1.08,1.04,2023-04-10,0353,T,73,6.1NRT,296.52,6.73,N
12.21778,-86.64201,319.02,1.07,1.03,2023-04-10,0353,T,98,6.1NRT,297.78,14.91,N
12.21648,-86.65157,324.58,1.07,1.03,2023-04-10,0353,T,100,6.1NRT,298.01,21.04,N
12.4591,-86.96659,311.95,1.04,1.02,2023-04-10,0353,T,83,6.1NRT,294.26,10.66,N
13.4805,-83.91305,311.91,1.58,1.24,2023-04-10,0353,T,84,6.1NRT,291.93,19.93,N
13.29368,-86.98831,318.5,1.06,1.03,2023-04-10,0353,T,97,6.1NRT,294.46,15.96,N
13.29237,-86.9979,317.73,1.06,1.03,2023-04-10,0353,T,96,6.1NRT,294.46,15.49,N
13.29111,-87.00724,307.75,1.05,1.03,2023-04-10,0353,T,72,6.1NRT,294.52,7.01,N
13.30019,-87.00852,316.7,1.05,1.03,2023-04-10,0353,T,94,6.1NRT,294.45,14.17,N
13.38351,-87.13815,322.7,1.05,1.02,2023-04-10,0353,T,100,6.1NRT,295.93,19.65,N
13.58682,-86.79378,303.97,1.08,1.04,2023-04-10,0353,T,54,6.1NRT,292.02,5.78,N
13.58556,-86.80319,305.07,1.08,1.04,2023-04-10,0353,T,63,6.1NRT,292.67,6.13,N
14.32728,-83.35871,303.76,1.79,1.31,2023-04-10,0353,T,33,6.1NRT,292.77,9.15,N
13.80805,-87.60543,303.98,1.02,1.01,2023-04-10,0353,T,42,6.1NRT,287.92,8.33,N
14.1826,-86.8019,301.01,1.09,1.04,2023-04-10,0353,T,36,6.1NRT,290.57,4.31,N
14.30378,-86.17085,306.73,1.17,1.08,2023-04-10,0353,T,69,6.1NRT,293.03,7.03,N
14.34186,-86.91693,313.65,1.08,1.04,2023-04-10,0353,T,88,6.1NRT,291.42,14.74,N
14.34054,-86.92699,317.28,1.08,1.04,2023-04-10,0353,T,95,6.1NRT,290.73,17.77,N
14.35101,-86.91856,311.04,1.08,1.04,2023-04-10,0353,T,82,6.1NRT,289.94,12.09,N
14.59368,-85.26924,313.46,1.32,1.14,2023-04-10,0353,T,87,6.1NRT,291.01,18.99,N
14.04945,-89.30047,314.56,1.01,1.01,2023-04-10,0353,T,89,6.1NRT,295.49,11.17,N
14.22744,-88.10105,310.57,1.01,1,2023-04-10,0353,T,80,6.1NRT,288.59,11.74,N
14.22616,-88.11028,322.48,1.01,1,2023-04-10,0353,T,100,6.1NRT,288.34,22.14,N
14.05835,-89.30183,304.53,1.01,1.01,2023-04-10,0353,T,59,6.1NRT,293.99,4.31,N
14.13055,-88.98594,304.12,1,1,2023-04-10,0353,T,59,6.1NRT,293.92,3.76,N
14.40584,-87.47232,310.75,1.04,1.02,2023-04-10,0353,T,81,6.1NRT,288.23,11.86,N
14.15071,-89.6866,300.63,1.03,1.01,2023-04-10,0353,T,31,6.1NRT,290.52,4.01,N
14.79719,-84.94208,304.98,1.4,1.17,2023-04-10,0353,T,62,6.1NRT,292.12,8.85,N
14.50569,-87.61633,300.28,1.03,1.01,2023-04-10,0353,T,16,6.1NRT,288.93,4.98,N
14.99989,-83.93152,305.64,1.66,1.27,2023-04-10,0353,T,65,6.1NRT,292.16,12.74,N
14.61958,-87.04469,302.55,1.08,1.04,2023-04-10,0353,T,30,6.1NRT,291.69,4.38,N
14.62746,-87.05569,302.36,1.07,1.03,2023-04-10,0353,T,13,6.1NRT,291.71,4.07,N
14.6391,-87.2457,304.81,1.06,1.03,2023-04-10,0353,T,62,6.1NRT,290.49,6.57,N
14.55798,-87.83989,301.72,1.02,1.01,2023-04-10,0353,T,44,6.1NRT,287.54,6.45,N
14.59902,-87.94616,306.29,1.02,1.01,2023-04-10,0353,T,67,6.1NRT,288.86,8.33,N
14.60792,-87.94753,303.16,1.02,1.01,2023-04-10,0353,T,54,6.1NRT,288.36,6.3,N
14.57368,-88.39108,306.78,1,1,2023-04-10,0353,T,69,6.1NRT,288.49,8.56,N
14.76879,-87.37444,316.35,1.05,1.02,2023-04-10,0353,T,71,6.1NRT,286.91,16.12,N
14.7675,-87.38405,342.21,1.05,1.02,2023-04-10,0353,T,100,6.1NRT,292.71,51.02,N
14.76623,-87.39344,306.31,1.05,1.02,2023-04-10,0353,T,64,6.1NRT,290.38,7.47,N
14.77779,-87.37616,311.77,1.05,1.02,2023-04-10,0353,T,55,6.1NRT,283.55,12.66,N
14.77651,-87.38567,319.61,1.05,1.02,2023-04-10,0353,T,97,6.1NRT,288.08,19.15,N
15.26879,-84.56317,304.16,1.51,1.21,2023-04-10,0353,T,59,6.1NRT,291.59,10.11,N
15.09822,-86.04063,300.04,1.21,1.09,2023-04-10,0353,T,12,6.1NRT,288.79,6.12,N
14.67333,-89.26093,307.55,1.01,1,2023-04-10,0353,T,72,6.1NRT,290.74,8.46,N
15.13914,-86.73399,303.64,1.12,1.05,2023-04-10,0353,T,56,6.1NRT,287.44,8.44,N
15.27829,-85.73763,304.94,1.26,1.12,2023-04-10,0353,T,62,6.1NRT,290.49,8.9,N
15.2862,-85.83209,304.22,1.25,1.11,2023-04-10,0353,T,59,6.1NRT,290.63,7.9,N
15.28746,-86.45176,303.54,1.16,1.07,2023-04-10,0353,T,56,6.1NRT,291.25,6.6,N
15.20874,-87.04557,301.32,1.09,1.04,2023-04-10,0353,T,29,6.1NRT,289.75,5.45,N
15.24391,-87.74122,304.66,1.03,1.02,2023-04-10,0353,T,60,6.1NRT,291.3,5.74,N
14.73868,-91.56509,301.23,1.22,1.1,2023-04-10,0353,T,39,6.1NRT,284.78,8.95,N
14.73681,-91.57738,312.64,1.22,1.1,2023-04-10,0353,T,85,6.1NRT,287.49,18.41,N
15.0427,-89.70043,305.66,1.02,1.01,2023-04-10,0353,T,58,6.1NRT,291.62,6.28,N
15.30297,-87.98435,308.5,1.02,1.01,2023-04-10,0353,T,75,6.1NRT,293.24,7.64,N
15.30171,-87.99368,347.97,1.02,1.01,2023-04-10,0353,T,100,6.1NRT,295.32,58.99,N
15.37041,-87.55219,303.72,1.05,1.02,2023-04-10,0353,T,57,6.1NRT,292,5.52,N
15.36913,-87.56173,324.56,1.05,1.02,2023-04-10,0353,T,100,6.1NRT,292.66,23.68,N
15.31191,-87.98569,311.39,1.02,1.01,2023-04-10,0353,T,82,6.1NRT,293.94,9.38,N
15.31064,-87.99506,317.96,1.02,1.01,2023-04-10,0353,T,96,6.1NRT,293.94,14.89,N
15.44011,-87.09762,302.21,1.09,1.04,2023-04-10,0353,T,47,6.1NRT,288.51,6.14,N
15.41924,-87.32526,300,1.07,1.03,2023-04-10,0353,T,2,6.1NRT,287.73,5.41,N
15.54791,-86.41926,303.35,1.17,1.08,2023-04-10,0353,T,55,6.1NRT,291.53,6.31,N
15.48779,-86.87893,302.56,1.11,1.05,2023-04-10,0353,T,50,6.1NRT,289.28,6.32,N
16.16475,-89.59077,306.76,1.01,1,2023-04-10,0355,T,69,6.1NRT,291.93,7.1,N
16.42896,-89.3587,306.91,1,1,2023-04-10,0355,T,70,6.1NRT,292,7.3,N
16.42766,-89.36788,302.1,1,1,2023-04-10,0355,T,47,6.1NRT,291.76,4.53,N
16.69101,-90.66892,311.94,1.06,1.03,2023-04-10,0355,T,84,6.1NRT,289.48,12.23,N
17.01288,-89.13872,313.62,1,1,2023-04-10,0355,T,87,6.1NRT,293.71,11.71,N
16.99732,-90.84697,308.18,1.07,1.03,2023-04-10,0355,T,23,6.1NRT,293.9,8.62,N
17.12777,-90.08274,313.05,1.02,1.01,2023-04-10,0355,T,86,6.1NRT,294.35,10.6,N
16.49161,-94.32931,313.73,1.74,1.29,2023-04-10,0355,T,88,6.1NRT,289.96,22.57,N
17.30267,-89.10796,306.67,1,1,2023-04-10,0355,T,69,6.1NRT,293.79,6.5,N
17.42064,-88.38403,307.32,1.02,1.01,2023-04-10,0355,T,71,6.1NRT,293.95,7.03,N
17.41935,-88.39349,320.4,1.02,1.01,2023-04-10,0355,T,100,6.1NRT,293.95,17.86,N
17.50853,-88.5474,309.24,1.02,1.01,2023-04-10,0355,T,77,6.1NRT,292.1,8.91,N
17.81893,-88.5709,325.97,1.02,1.01,2023-04-10,0355,T,100,6.1NRT,293.87,23.83,N
17.82786,-88.57225,311.09,1.02,1.01,2023-04-10,0355,T,82,6.1NRT,293.27,9.63,N
17.69382,-90.56458,304.27,1.04,1.02,2023-04-10,0355,T,59,6.1NRT,294.12,4.2,N
17.76641,-90.50812,310.72,1.03,1.01,2023-04-10,0355,T,81,6.1NRT,294.02,8.34,N
17.76502,-90.51763,309.51,1.03,1.01,2023-04-10,0355,T,78,6.1NRT,294.02,7.22,N
18.05256,-88.81689,325.05,1.01,1.01,2023-04-10,0355,T,100,6.1NRT,292.87,22.93,N
18.05127,-88.82628,310.66,1.01,1.01,2023-04-10,0355,T,81,6.1NRT,292.57,9.61,N
17.85089,-90.24756,339.18,1.02,1.01,2023-04-10,0355,T,100,6.1NRT,297.49,41.49,N
17.84953,-90.25696,304.96,1.02,1.01,2023-04-10,0355,T,58,6.1NRT,294.11,4.35,N
17.8598,-90.249,334.89,1.02,1.01,2023-04-10,0355,T,100,6.1NRT,295.47,34.52,N
17.85844,-90.25839,311.24,1.02,1.01,2023-04-10,0355,T,82,6.1NRT,293.5,8.52,N
18.06091,-90.32275,310.53,1.02,1.01,2023-04-10,0355,T,58,6.1NRT,294.44,7.34,N
18.07737,-90.33504,308.92,1.02,1.01,2023-04-10,0355,T,76,6.1NRT,294.49,6.59,N
18.07601,-90.34447,309.53,1.02,1.01,2023-04-10,0355,T,78,6.1NRT,294.37,6.97,N
18.11516,-90.26991,309.15,1.02,1.01,2023-04-10,0355,T,40,6.1NRT,294.86,6.17,N
18.12133,-90.29017,312.62,1.02,1.01,2023-04-10,0355,T,47,6.1NRT,294.73,8.28,N
18.15423,-90.31477,305.97,1.02,1.01,2023-04-10,0355,T,66,6.1NRT,294.26,4.25,N
18.13708,-90.62227,319.01,1.03,1.02,2023-04-10,0355,T,98,6.1NRT,294.49,16,N
18.42904,-88.88963,311.02,1.01,1.01,2023-04-10,0355,T,81,6.1NRT,293.15,9.4,N
18.42775,-88.89902,322.68,1.01,1.01,2023-04-10,0355,T,100,6.1NRT,293.08,19.83,N
17.89913,-92.49331,314.93,1.24,1.11,2023-04-10,0355,T,90,6.1NRT,292.84,16.4,N
17.84104,-93.12136,309.06,1.36,1.15,2023-04-10,0355,T,76,6.1NRT,291.3,14.35,N
18.51222,-88.68665,304.39,1.02,1.01,2023-04-10,0355,T,60,6.1NRT,292.63,5.21,N
18.23992,-90.92773,303.42,1.05,1.02,2023-04-10,0355,T,55,6.1NRT,293.18,3.95,N
17.89134,-93.18771,316.18,1.37,1.16,2023-04-10,0355,T,93,6.1NRT,292.61,21.03,N
17.90355,-93.177,309.33,1.37,1.16,2023-04-10,0355,T,77,6.1NRT,292.65,12.77,N
17.90155,-93.18954,320.08,1.37,1.16,2023-04-10,0355,T,100,6.1NRT,293.08,27.09,N
17.91012,-93.38135,309.96,1.41,1.17,2023-04-10,0355,T,79,6.1NRT,291.99,14.84,N
18.70309,-88.42936,306.46,1.04,1.02,2023-04-10,0355,T,68,6.1NRT,293.79,6.25,N
18.06709,-93.30967,306.14,1.39,1.17,2023-04-10,0355,T,67,6.1NRT,292.6,10.28,N
18.54981,-90.82911,306.32,1.04,1.02,2023-04-10,0355,T,67,6.1NRT,293.05,6.3,N
18.08778,-94.04642,302.75,1.55,1.23,2023-04-10,0355,T,51,6.1NRT,292.58,8.17,N
18.96089,-88.49627,303.34,1.04,1.02,2023-04-10,0355,T,55,6.1NRT,292.91,4.78,N
18.81309,-90.34932,309.43,1.01,1.01,2023-04-10,0355,T,34,6.1NRT,294.56,6.31,N
18.85442,-90.32344,308.39,1.01,1.01,2023-04-10,0355,T,13,6.1NRT,294.2,5.41,N
18.64437,-92.17448,316.25,1.17,1.08,2023-04-10,0355,T,93,6.1NRT,295.05,14.87,N
19.04352,-90.16502,307.3,1.01,1,2023-04-10,0355,T,54,6.1NRT,294.26,5.15,N
19.01723,-90.41022,306.07,1.01,1.01,2023-04-10,0355,T,50,6.1NRT,292.62,6.58,N
19.06526,-90.13983,309.66,1,1,2023-04-10,0355,T,36,6.1NRT,294.68,6.27,N
19.09937,-90.15491,311.65,1,1,2023-04-10,0355,T,83,6.1NRT,294.79,7.82,N
19.09803,-90.16426,321.89,1.01,1,2023-04-10,0355,T,100,6.1NRT,295.7,16.91,N
19.09669,-90.17361,310.25,1.01,1,2023-04-10,0355,T,79,6.1NRT,294.55,7.14,N
19.11842,-90.14844,306.89,1,1,2023-04-10,0355,T,69,6.1NRT,294.48,4.9,N
19.11708,-90.15778,315.06,1,1,2023-04-10,0355,T,90,6.1NRT,294.54,10.87,N
19.35555,-89.32078,307.7,1.01,1,2023-04-10,0355,T,72,6.1NRT,293.1,6.33,N
19.35278,-89.40647,303.81,1,1,2023-04-10,0355,T,37,6.1NRT,293.47,4.59,N
19.38804,-89.68567,309.1,1,1,2023-04-10,0357,T,76,6.1NRT,291.08,7.65,N
19.28135,-90.68552,304.5,1.02,1.01,2023-04-10,0357,T,60,6.1NRT,293.24,4.54,N
19.27996,-90.69499,304.44,1.02,1.01,2023-04-10,0357,T,60,6.1NRT,293.31,4.38,N
19.47887,-89.42304,306.44,1,1,2023-04-10,0357,T,67,6.1NRT,294.35,4.23,N
19.40087,-90.10754,310.36,1,1,2023-04-10,0357,T,80,6.1NRT,294.6,7.33,N
19.50155,-89.45533,310.18,1,1,2023-04-10,0357,T,76,6.1NRT,294.83,6.24,N
19.52017,-89.39713,307.03,1,1,2023-04-10,0357,T,48,6.1NRT,294.5,5.92,N
19.51241,-89.45338,319.9,1,1,2023-04-10,0357,T,99,6.1NRT,295.03,15.13,N
19.51111,-89.46275,317.59,1,1,2023-04-10,0357,T,95,6.1NRT,294.51,12.81,N
19.42064,-90.10703,304.3,1,1,2023-04-10,0357,T,59,6.1NRT,293.88,4.28,N
19.51608,-89.49223,323.5,1,1,2023-04-10,0357,T,100,6.1NRT,294.79,19.4,N
19.5325,-89.50438,312.61,1,1,2023-04-10,0357,T,80,6.1NRT,294.87,8.28,N
19.55021,-89.50718,311.93,1,1,2023-04-10,0357,T,60,6.1NRT,294.84,6.95,N
19.54501,-89.54461,305.95,1,1,2023-04-10,0357,T,31,6.1NRT,294.09,4.57,N
19.58328,-89.46455,310.3,1,1,2023-04-10,0357,T,80,6.1NRT,294.64,6.58,N
19.57938,-89.49266,312.5,1,1,2023-04-10,0357,T,72,6.1NRT,294.46,7.53,N
19.23958,-92.25478,314.22,1.16,1.07,2023-04-10,0357,T,85,6.1NRT,294.05,12.96,N
